Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,min,max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Group Ranking?,Field Annotation
trivmo_kino_post_bact_qpcr_na,treatment_iv_monthly_beta,,checkbox,[30-60 minutes post-dose] Are bacterial load qPCR results not available?,"na, Phage qPCR results are NOT available ",,,,,,"[trivmo_kino_post_bact_qpcr] = '' and ([trivmo_phage_cont] = ""1"" or [trivmo_phage_stop_mo] = ""1"") and [trivmo_phage_stop_mo] = ""0""",y,,,,,
trivmo_kino_lngpost_plaque,treatment_iv_monthly_beta,2-3 hours post-dose,text,[2-3 hours post-dose] Phage result plaque assay (XX PFU/mL),,,integer,,,,"([trivmo_phage_cont] = ""1"" or [trivmo_phage_stop_mo] = ""1"") and [trivmo_phage_stop_mo] = ""0""",,,,,,
trivmo_kino_lngpost_plaque_na,treatment_iv_monthly_beta,,checkbox,[2-3 hours post-dose] Are plaque assays not available?,"na, Plaque assays are NOT available ",,,,,,"[trivmo_kino_lngpost_plaque] = '' and ([trivmo_phage_cont] = ""1"" or [trivmo_phage_stop_mo] = ""1"") and [trivmo_phage_stop_mo] = ""0""",y,,,,,
trivmo_kino_lngpost_ph_qpcr,treatment_iv_monthly_beta,,text,[2-3 hours post-dose] Phage qPCR results (XX genome copies/mL),,,integer,,,,"([trivmo_phage_cont] = ""1"" or [trivmo_phage_stop_mo] = ""1"") and [trivmo_phage_stop_mo] = ""0""",,,,,,
trivmo_kino_lngpost_ph_qpcr_na,treatment_iv_monthly_beta,,checkbox,[2-3 hours post-dose] Are phage qPCR results not available?,"na, Phage qPCR results are NOT available ",,,,,,"[trivmo_kino_lngpost_ph_qpcr] = ''  and ([trivmo_phage_cont] = ""1"" or [trivmo_phage_stop_mo] = ""1"") and [trivmo_phage_stop_mo] = ""0""",y,,,,,
trivmo_kino_lngpost_bact_qpcr,treatment_iv_monthly_beta,,text,[2-3 hours post-dose] Bacterial load qPCR results (XX genome copies/mL),,,integer,,,,"([trivmo_phage_cont] = ""1"" or [trivmo_phage_stop_mo] = ""1"") and [trivmo_phage_stop_mo] = ""0""",,,,,,
trivmo_kino_lngpost_bact_qpcr_na,treatment_iv_monthly_beta,,checkbox,[2-3 hours post-dose] Are bacterial load qPCR results not available?,"na, Phage qPCR results are NOT available ",,,,,,"[trivmo_kino_lngpost_bact_qpcr] = ''  and ([trivmo_phage_cont] = ""1"" or [trivmo_phage_stop_mo] = ""1"") and [trivmo_phage_stop_mo] = ""0""",y,,,,,
othcli_no_inclusion_msg,other_routes_clinical_beta,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""background-color: #e03e2d; color: #ffffff;"">     Patient DOES NOT MEET INCLUSION CRITERIA     </span></h3></div>",,,,,,,[sc_meets_inclusion] < 1,,,,,,
othcli_descriptive,other_routes_clinical_beta,,descriptive,"<div class=""header""><h2>Other Routes - Clinical</h2><br><br>This page opens when non IV and/or oral/enteral phage therapy are selected from the Treatment page. </div>",,,,,,,,,,,,,
othcli_noninclusion,other_routes_clinical_beta,,descriptive,"<div class=""header"">This instrument is for patients who are NOT receiving IV or non-oral/enteral phage therapy</div>",,,,,,,([tre_ph_0_rt(iv)] = '1' or [tre_ph_0_rt(oral)] = '1') or ([tre_ph_1_rt(iv)] = '1' or [tre_ph_1_rt(oral)] = '1') or ([tre_ph_2_rt(iv)] = '1' or [tre_ph_2_rt(oral)] = '1') or ([tre_ph_3_rt(iv)] = '1' or [tre_ph_3_rt(oral)] = '1') or ([tre_ph_4_rt(iv)] = '1' or [tre_ph_4_rt(oral)] = '1'),,,,,,
othcli_day,other_routes_clinical_beta,,radio,Select clinical day of treatment:,"0, D0 | 1, D1 | 2, D2 | 3, D3 | 4, D4 | 5, D5 | 6, D6 | 7, D7 | 8, D8 | 9, D9 | 10, D10 | 11, D11 | 12, D12 | 13, D13 | 14, D14 | 15-28, D15-28",,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0')",y,,,,,
othcli_vitals,other_routes_clinical_beta,,yesno,[[othcli_day]] Vitals performed 30 minutes after dose? [othcli_day],,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15",y,,,,,
othcli_deviation,other_routes_clinical_beta,,yesno,[[othcli_day]] Protocol Deviation?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15",y,,,,,
othcli_deviation_notes,other_routes_clinical_beta,,notes,[[othcli_day]] Describe the reason for deviation,,,,,,,"[othcli_deviation] = ""1""",y,,,,,
othcli_hi_fev,other_routes_clinical_beta,,yesno,[[othcli_day]] Did fever (temp > 37.9°C) occur today?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15",y,,,,,
othcli_hi_fev_temp,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C),,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15 and [othcli_hi_fev] = ""1""",y,,,,,
othcli_hi_fev_time,other_routes_clinical_beta,,text,[[othcli_day]] Specify time of max fever in hours after phage dose (X.X hours),,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15 and [othcli_hi_fev] = ""1""",y,,,,,
othcli_tachy,other_routes_clinical_beta,,yesno,Did tachycardia occur today (yes/no)?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15",y,,,,,
othcli_tachy_max_hr,other_routes_clinical_beta,,text,Specify max HR occurring prior to morning dose of next day,,,integer,,,,[othcli_tachy] = '1',y,,,,,
othcli_tachy_time_of_max,other_routes_clinical_beta,,text,Specify time of max HR in hours after phage dose (X.X hours),,,number_1dp,,,,[othcli_tachy] = '1',y,,,,,
othcli_pain,other_routes_clinical_beta,,yesno,Did tachycardia occur today (yes/no)?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15",y,,,,,
othcli_pain_max_hr,other_routes_clinical_beta,,text,Specify max HR occurring prior to morning dose of next day,,,integer,,,,[othcli_pain] = '1',y,,,,,
othcli_pain_time_of_max,other_routes_clinical_beta,,text,Specify time of max HR in hours after phage dose (X.X hours),,,number_1dp,,,,[othcli_pain] = '1',y,,,,,
othcli_inflam,other_routes_clinical_beta,,yesno,[[othcli_day]] Any other signs or symptoms of inflammatory response (yes/no)?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15",y,,,,,
othcli_inflam_notes,other_routes_clinical_beta,,text,[[othcli_day]] Specify what occurred,,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15 and [othcli_inflam_notes] = ""1""",y,,,,,
othcli_inflam_time,other_routes_clinical_beta,,text,[[othcli_day]] Also specify time of occurrence in hours after phage dose (X.X hours),,,number_1dp,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] < 15 and [othcli_inflam_notes] = ""1""",y,,,,,
othcli_cont,other_routes_clinical_beta,,yesno,[[othcli_day]] Is the patient still receiving phage therapy?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and ([othcli_day] = ""15-28"" or [othcli_day] = ""29"")",y,,,,,
othcli_phage_resp,other_routes_clinical_beta,,radio,What has been the clinical response to phage therapy? (What is the clinical response the day after stopping phage therapy),"cure, No evidence of ongoing infection: resolution of clinical symptoms and signs, radiological and laboratory parameters of disease, and microbiological clearance of target pathogen from site of infection| partial, Partial response | none, No response – evidence of ongoing infection with worsening clinical signs and symptoms, radiological or laboratory parameters of disease | na, Unable to assess – participant received less than 3 doses of phage in total",,,,,,"[othcli_cont] = ""0""",y,,,,,
othcli_phage_disability,other_routes_clinical_beta,,radio,Any disabilities?,"no_disability, Without persisting disability | with_disability, With persisting disability",,,,,,"[othcli_phage_resp] = ""cure""",y,,,,,
othcli_phage_partial,other_routes_clinical_beta,,radio,Partial response:,"improvement, Improvement in clinical signs and symptoms, radiological or laboratory parameters of disease, but with evidence that infection is not completely resolved | stabilisation, Stabilisation of previously documented decline in function, but without obvious improvements, and evidence that infection is not completely resolved",,,,,,"[othcli_phage_resp] = ""partial""",y,,,,,
othcli_1528_vitals,other_routes_clinical_beta,,yesno,[[othcli_day]] Were vitals checked each day of treatment as per protocol (yes/no)?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] = ""15-28"" ",y,,,,,
othcli_1528_cont4wk,other_routes_clinical_beta,,yesno,[[othcli_day]] Will treatment continue >= 4 weeks (yes/no)?,,,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] = ""15-28"" ",y,,,,,
othcli_1528_tr_days,other_routes_clinical_beta,,text,[[othcli_day]] How many days of phage therapy did participant receive (enter a number from 15 to 28)?,,,integer,14,28,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] = ""15-28"" ",y,,,,,
othcli_1528_hi_fev,other_routes_clinical_beta,,checkbox,[[othcli_day]] Did fever (temp > 37.9°C) occur on any day?,"15, D15 | 16, D16 | 17, D17 | 18, D18 | 19, D19 | 20, D20 | 21, D21 | 22, D22 | 23, D23 | 24, D24 | 25, D25 | 26, D26 | 27, D27 | 28, D28",,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] = ""15-28"" ",y,,,,,
othcli_1528_d15_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D15 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(15)] = ""1"" ",y,,,,,
othcli_1528_d16_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D16 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(16)] = ""1"" ",y,,,,,
othcli_1528_d17_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D17 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(17)] = ""1"" ",y,,,,,
othcli_1528_d18_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D18 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(18)] = ""1"" ",y,,,,,
othcli_1528_d19_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D19 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(19)] = ""1"" ",y,,,,,
othcli_1528_d20_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D20 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(20)] = ""1"" ",y,,,,,
othcli_1528_d21_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D21 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(21)] = ""1"" ",y,,,,,
othcli_1528_d22_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D22 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(22)] = ""1"" ",y,,,,,
othcli_1528_d23_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D23 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(23)] = ""1"" ",y,,,,,
othcli_1528_d24_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D24 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(24)] = ""1"" ",y,,,,,
othcli_1528_d25_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D25 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(25)] = ""1"" ",y,,,,,
othcli_1528_d26_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D26 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(26)] = ""1"" ",y,,,,,
othcli_1528_d27_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D27 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(27)] = ""1"" ",y,,,,,
othcli_1528_d28_fev,other_routes_clinical_beta,,text,[[othcli_day]] Specify max temp (XX.X°C) for D28 occurring in 24 hours after 6am,,,number_1dp,,,,"[othcli_1528_hi_fev(28)] = ""1"" ",y,,,,,
othcli_1528_tachy,other_routes_clinical_beta,,checkbox,[[othcli_day]] Did tachycardia occur on any day?,"15, D15 | 16, D16 | 17, D17 | 18, D18 | 19, D19 | 20, D20 | 21, D21 | 22, D22 | 23, D23 | 24, D24 | 25, D25 | 26, D26 | 27, D27 | 28, D28",,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] = ""15-28"" ",y,,,,,
othcli_1528_d15_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D15,,,integer,,,,"[othcli_1528_tachy(15)] = ""1"" ",y,,,,,
othcli_1528_d16_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D16,,,integer,,,,"[othcli_1528_tachy(16)] = ""1"" ",y,,,,,
othcli_1528_d17_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D17,,,integer,,,,"[othcli_1528_tachy(17)] = ""1"" ",y,,,,,
othcli_1528_d18_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D18,,,integer,,,,"[othcli_1528_tachy(18)] = ""1"" ",y,,,,,
othcli_1528_d19_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D19,,,integer,,,,"[othcli_1528_tachy(19)] = ""1"" ",y,,,,,
othcli_1528_d20_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D20,,,integer,,,,"[othcli_1528_tachy(20)] = ""1"" ",y,,,,,
othcli_1528_d21_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D21,,,integer,,,,"[othcli_1528_tachy(21)] = ""1"" ",y,,,,,
othcli_1528_d22_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D22,,,integer,,,,"[othcli_1528_tachy(22)] = ""1"" ",y,,,,,
othcli_1528_d23_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D23,,,integer,,,,"[othcli_1528_tachy(23)] = ""1"" ",y,,,,,
othcli_1528_d24_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D24,,,integer,,,,"[othcli_1528_tachy(24)] = ""1"" ",y,,,,,
othcli_1528_d25_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D25,,,integer,,,,"[othcli_1528_tachy(25)] = ""1"" ",y,,,,,
othcli_1528_d26_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D26,,,integer,,,,"[othcli_1528_tachy(26)] = ""1"" ",y,,,,,
othcli_1528_d27_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D27,,,integer,,,,"[othcli_1528_tachy(27)] = ""1"" ",y,,,,,
othcli_1528_d28_tachy,other_routes_clinical_beta,,text,[[othcli_day]] specify max HR occurring in 24 hours after 6am for D28,,,integer,,,,"[othcli_1528_tachy(28)] = ""1"" ",y,,,,,
othcli_1528_pain,other_routes_clinical_beta,,checkbox,[[othcli_day]] Did pain occur on any day (greater than any baseline pain)?,"15, D15 | 16, D16 | 17, D17 | 18, D18 | 19, D19 | 20, D20 | 21, D21 | 22, D22 | 23, D23 | 24, D24 | 25, D25 | 26, D26 | 27, D27 | 28, D28",,,,,,"[sc_meets_inclusion] = ""1"" and ([tre_ph_0_rt(iv)] = '0' and [tre_ph_0_rt(oral)] = '0') and ([tre_ph_1_rt(iv)] = '0' and [tre_ph_1_rt(oral)] = '0') and ([tre_ph_2_rt(iv)] = '0' and [tre_ph_2_rt(oral)] = '0') and ([tre_ph_3_rt(iv)] = '0' and [tre_ph_3_rt(oral)] = '0') and ([tre_ph_4_rt(iv)] = '0' and [tre_ph_4_rt(oral)] = '0') and [othcli_day] and [othcli_day] = ""15-28"" ",y,,,,,
othcli_1528_d15_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D15,,,,,,,"[othcli_1528_pain(15)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d16_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D16,,,,,,,"[othcli_1528_pain(16)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d17_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D17,,,,,,,"[othcli_1528_pain(17)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d18_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D18,,,,,,,"[othcli_1528_pain(18)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d19_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D19,,,,,,,"[othcli_1528_pain(19)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d20_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D20,,,,,,,"[othcli_1528_pain(20)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d21_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D21,,,,,,,"[othcli_1528_pain(21)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d22_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D22,,,,,,,"[othcli_1528_pain(22)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d23_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D23,,,,,,,"[othcli_1528_pain(23)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d24_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D24,,,,,,,"[othcli_1528_pain(24)] = ""1"" ",y,,,,,@CHARLIMIT='50'
othcli_1528_d25_pain,other_routes_clinical_beta,,text,[[othcli_day]] specify site of pain for D25,,,,,,,"[othcli_1528_pain(25)] = ""1"" ",y,,,,,@CHARLIMIT='50'
